Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
48890225,"Detransition, Baby",Torrey Peters,"Peters, Torrey",,"=""0593133374""","=""9780593133378""",0,3.93,One World,Hardcover,337,2021,2021,,2023/04/05,to-read,to-read (#225),to-read,,,,0,0
61126612,Alone With You in the Ether,Olivie Blake,"Blake, Olivie",,"=""1250888166""","=""9781250888167""",0,3.78,Tor Books,Hardcover,288,2022,2020,,2023/04/05,to-read,to-read (#224),to-read,,,,0,0
43317482,In the Dream House,Carmen Maria Machado,"Machado, Carmen Maria",,"=""1644450038""","=""9781644450031""",0,4.40,Graywolf Press,Hardcover,251,2019,2019,,2023/03/20,to-read,to-read (#223),to-read,,,,0,0
22929741,The Argonauts,Maggie Nelson,"Nelson, Maggie",,"=""1555977073""","=""9781555977078""",0,4.02,Graywolf Press,Hardcover,160,2015,2015,,2023/03/20,,,read,,,,1,0
13651,The Dispossessed: An Ambiguous Utopia,Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""""","=""""",0,4.25,Harper Voyager,Paperback,387,1994,1974,,2023/03/18,to-read,to-read (#222),to-read,,,,0,0
54756850,"Delilah Green Doesn't Care (Bright Falls, #1)",Ashley Herring Blake,"Blake, Ashley Herring",,"=""0593336402""","=""9780593336403""",0,4.06,Berkley,Paperback,375,2022,2022,,2023/03/15,to-read,to-read (#221),to-read,,,,0,0
61242426,"Legends & Lattes (Legends & Lattes, #1)",Travis Baldree,"Baldree, Travis",,"=""""","=""""",0,4.06,Tor,Kindle Edition,296,2022,2022,,2023/03/15,to-read,to-read (#220),to-read,,,,0,0
42074525,"The City We Became (Great Cities, #1)",N.K. Jemisin,"Jemisin, N.K.",,"=""""","=""""",0,3.85,Orbit,Hardcover,437,2020,2020,,2023/03/15,to-read,to-read (#219),to-read,,,,0,0
60399181,"The World We Make (Great Cities, #2)",N.K. Jemisin,"Jemisin, N.K.",,"=""035651269X""","=""9780356512693""",0,4.09,Orbit,Hardcover,357,2022,2022,,2023/03/15,to-read,to-read (#218),to-read,,,,0,0
58784475,"Tomorrow, and Tomorrow, and Tomorrow",Gabrielle Zevin,"Zevin, Gabrielle",,"=""0735243344""","=""9780735243347""",0,4.13,Knopf,Hardcover,401,2022,2022,,2023/03/15,to-read,to-read (#217),to-read,,,,0,0
56587382,The Island of Missing Trees,Elif Shafak,"Shafak, Elif",,"=""0241434998""","=""9780241434994""",0,4.15,VIKIN,Hardcover,354,2021,2021,2023/02/04,2022/05/31,,,read,,,,2,0
47668,Ensayo sobre la ceguera,José Saramago,"Saramago, José",,"=""""","=""""",0,4.18,Punto de Lectura,Paperback,329,2006,1995,2023/01/13,2023/02/04,,,read,,,,2,0
58952341,A Path through the Jungle: Psychological Health and Wellbeing Programme to Develop Robustness and Resilience,Steve   Peters,"Peters, Steve",,"=""1998991105""","=""9781998991105""",0,4.31,Mindfield Media,Paperback,0,2021,,,2023/01/23,to-read,to-read (#216),to-read,,,,0,0
11229,"The Sea, the Sea",Iris Murdoch,"Murdoch, Iris",Mary Kinzie,"=""014118616X""","=""9780141186160""",0,3.96,Penguin Books Ltd,Paperback,528,2001,1978,,2022/11/21,to-read,to-read (#215),to-read,,,,0,0
58437521,The Candy House,Jennifer Egan,"Egan, Jennifer",,"=""1476716765""","=""9781476716763""",0,3.64,Scribner,Hardcover,352,2022,2022,,2022/11/14,to-read,to-read (#214),to-read,,,,0,0
57977494,The Colony,Audrey Magee,"Magee, Audrey",,"=""""","=""""",0,4.11,Faber & Faber,Hardcover,376,2022,2022,,2022/11/14,to-read,to-read (#213),to-read,,,,0,0
1963638,The Untethered Soul: The Journey Beyond Yourself,Michael A. Singer,"Singer, Michael A.",,"=""""","=""""",0,4.21,New Harbinger Publications,Paperback,183,2007,2007,,2022/11/07,to-read,to-read (#212),to-read,,,,0,0
60097405,"Like, Comment, Subscribe: How YouTube Drives Google's Dominance and Controls Our Culture",Mark Bergen,"Bergen, Mark",,"=""0593296346""","=""9780593296349""",0,3.73,Viking,Hardcover,464,2022,2022,,2022/11/07,to-read,to-read (#211),to-read,,,,0,0
40694087,Adventures in Memory: Exploring the Science and Secrets of Human Memory,Hilde Østby,"Østby, Hilde","Ylva Østby, Sam Kean","=""1771643471""","=""9781771643474""",0,3.78,Greystone Books,Hardcover,312,2018,2016,,2022/11/07,to-read,to-read (#210),to-read,,,,0,0
41104077,Invisible Women: Data Bias in a World Designed for Men,Caroline Criado Pérez,"Pérez, Caroline Criado",,"=""1419729071""","=""9781419729072""",0,4.34,Abrams Press,Hardcover,448,2019,2019,,2022/11/02,to-read,to-read (#209),to-read,,,,0,0
8676,Unlimited Power: The New Science of Personal Achievement,Anthony Robbins,"Robbins, Anthony",Tony Robbins,"=""0684845776""","=""9780684845777""",0,4.22,Free Press,Paperback,426,1997,1986,,2022/11/02,to-read,to-read (#208),to-read,,,,0,0
67006,Los renglones torcidos de Dios,Torcuato Luca de Tena,"Tena, Torcuato Luca de",,"=""9681311884""","=""9789681311889""",5,4.21,Edivision,Paperback,512,1992,1979,2022/11/03,2022/11/02,,,read,,,,2,0
54750319,Rotten Days in Late Summer,Ralf Webb,"Webb, Ralf",,"=""0141992735""","=""9780141992730""",0,3.85,Penguin,Paperback,112,2021,2021,,2022/10/29,to-read,to-read (#207),to-read,,,,0,0
56856378,Alonement,Francesca  Specter,"Specter, Francesca",,"=""1529412617""","=""9781529412611""",0,3.88,Quercus ,Hardcover,306,2021,,,2022/10/29,to-read,to-read (#206),to-read,,,,0,0
19288043,Gone Girl,Gillian Flynn,"Flynn, Gillian",,"=""0307588378""","=""9780307588371""",0,4.14,Ballantine Books,Paperback,415,2014,2012,,2022/10/01,currently-reading,currently-reading (#3),currently-reading,,,,1,0
55811396,Feria,Ana Iris Simón,"Simón, Ana Iris",,"=""8412226720""","=""9788412226720""",0,3.55,Círculo de Tiza,Paperback,232,2020,2020,,2022/09/28,,,read,,,,1,0
55111243,Klara and the Sun,Kazuo Ishiguro,"Ishiguro, Kazuo",,"=""""","=""""",0,3.74,Faber & Faber,ebook,248,2021,2021,2022/09/17,2021/03/02,,,read,,,,1,0
60732655,El susurro del ángel,David  Olivas,"Olivas, David",,"=""""","=""""",0,4.07,Plaza & Janés,Paperback,349,2022,,,2022/09/16,to-read,to-read (#205),to-read,,,,0,0
57809811,The Bread the Devil Knead,Lisa Allen-Agostini,"Allen-Agostini, Lisa",,"=""1912408988""","=""9781912408986""",0,4.02,Myriad Editions,ebook,277,2021,2021,,2022/05/31,"to-read, shortlisted-barb","to-read (#178), shortlisted-barb (#5)",to-read,,,,0,0
49110165,Sorrow and Bliss,Meg Mason,"Mason, Meg",,"=""""","=""""",0,4.08,4th Estate - AU,Paperback,352,2021,2020,,2022/01/07,"to-read, shortlisted-barb","to-read (#153), shortlisted-barb (#4)",to-read,,,,0,0
55410610,Panenka,Ronan Hession,"Hession, Ronan",,"=""1910422673""","=""9781910422670""",0,3.99,Bluemoose ,Hardcover,164,2021,2021,,2022/09/04,"to-read, shortlisted-barb","to-read (#204), shortlisted-barb (#3)",to-read,,,,0,0
2609845,Elena sabe,Claudia Piñeiro,"Piñeiro, Claudia",,"=""9870701248""","=""9789870701248""",0,4.06,Alfaguara,Paperback,173,2007,2007,,2022/09/04,"to-read, shortlisted-barb","to-read (#203), shortlisted-barb (#2)",to-read,,,,0,0
54633172,The Promise,Damon Galgut,"Galgut, Damon",,"=""1784744069""","=""9781784744069""",0,3.85,Chatto & Windus,Hardcover,293,2021,2021,,2022/07/09,"to-read, shortlisted-barb","to-read (#190), shortlisted-barb (#1)",to-read,,,,0,0
35631386,The Undoing Project: A Friendship That Changed Our Minds,Michael   Lewis,"Lewis, Michael",,"=""0393354776""","=""9780393354775""",4,3.99,W. W. Norton & Company,Paperback,368,2017,2016,,2022/09/04,,,read,,,,1,0
7235533,"The Way of Kings (The Stormlight Archive, #1)",Brandon Sanderson,"Sanderson, Brandon",,"=""0765326353""","=""9780765326355""",0,4.67,Tor Books,Hardcover,1007,2010,2010,,2022/08/22,to-read,to-read (#202),to-read,,,,0,0
29780253,Born a Crime: Stories From a South African Childhood,Trevor Noah,"Noah, Trevor",,"=""0385689225""","=""9780385689229""",0,4.49,Doubleday Canada,Hardcover,289,2016,2016,,2022/08/22,to-read,to-read (#201),to-read,,,,0,0
33294200,The Poet X,Elizabeth Acevedo,"Acevedo, Elizabeth",,"=""""","=""""",0,4.37,HarperTeen ,Kindle Edition,368,2018,2018,,2022/08/14,to-read,to-read (#200),to-read,,,,0,0
57926137,Black Cake,Charmaine Wilkerson,"Wilkerson, Charmaine",,"=""""","=""""",0,4.09,Ballantine Books,Hardcover,385,2022,2022,,2022/08/14,to-read,to-read (#199),to-read,,,,0,0
34847511,Temporada de huracanes,Fernanda Melchor,"Melchor, Fernanda",,"=""6073152736""","=""9786073152730""",0,4.05,Penguin Random House Grupo Editorial,Paperback,224,2017,2017,,2022/08/14,to-read,to-read (#198),to-read,,,,0,0
50998056,The Ministry for the Future,Kim Stanley Robinson,"Robinson, Kim Stanley",,"=""0316300136""","=""9780316300131""",0,3.87,Orbit,Hardcover,563,2020,2020,,2022/08/04,to-read,to-read (#197),to-read,,,,0,0
41795733,Range: Why Generalists Triumph in a Specialized World,David   Epstein,"Epstein, David",,"=""0735214484""","=""9780735214484""",0,4.13,Riverhead Books,Hardcover,339,2019,2019,,2022/08/04,to-read,to-read (#196),to-read,,,,0,0
29238799,Pre-Suasion: A Revolutionary Way to Influence and Persuade,Robert B. Cialdini,"Cialdini, Robert B.",,"=""1501109790""","=""9781501109799""",0,4.01,Simon & Schuster,Hardcover,432,2016,2016,,2022/08/04,to-read,to-read (#195),to-read,,,,0,0
57693639,Pure Colour,Sheila Heti,"Heti, Sheila",,"=""0374603944""","=""9780374603946""",0,3.43,"Farrar, Straus and Giroux",Hardcover,224,2022,2022,,2022/07/27,to-read,to-read (#194),to-read,,,,0,0
142492,Vile Bodies,Evelyn Waugh,"Waugh, Evelyn",,"=""0316926116""","=""9780316926119""",0,3.72,Back Bay Books,Paperback,322,1999,1930,,2022/07/27,to-read,to-read (#193),to-read,,,,0,0
45289222,Writers & Lovers,Lily King,"King, Lily",,"=""""","=""""",0,4.00,Grove Press,Hardcover,320,2020,2020,,2022/07/27,to-read,to-read (#192),to-read,,,,0,0
39927096,"Less (Arthur Less, #1)",Andrew Sean Greer,"Greer, Andrew Sean",,"=""""","=""""",0,3.63,Lee Boudreaux Books,Kindle Edition,273,2017,2017,,2022/07/27,to-read,to-read (#191),to-read,,,,0,0
59366252,Magpie,Elizabeth Day,"Day, Elizabeth",,"=""1982187603""","=""9781982187606""",0,3.62,Simon & Schuster,Hardcover,336,2022,2022,,2022/07/09,to-read,to-read (#189),to-read,,,,0,0
191373,Bestiario,Julio Cortázar,"Cortázar, Julio",,"=""8466309896""","=""9788466309899""",0,4.20,Punto de Lectura,Paperback,104,2008,1951,,2022/07/09,to-read,to-read (#188),to-read,,,,0,0
23841432,Night Sky with Exit Wounds,Ocean Vuong,"Vuong, Ocean",,"=""""","=""""",0,4.18,Copper Canyon Press,Paperback,89,2016,2016,,2022/07/09,to-read,to-read (#187),to-read,,,,0,0
48037,Carmilla,J. Sheridan Le Fanu,"Fanu, J. Sheridan Le",Karl Wurf,"=""0809510839""","=""9780809510832""",0,3.87,Wildside Press,Paperback,108,2000,1872,,2022/06/12,to-read,to-read (#186),to-read,,,,0,0
7978230,"Love, Loss and What I Wore",Nora Ephron,"Ephron, Nora","Delia Ephron, Ilene Beckerman","=""0822223554""","=""9780822223559""",0,4.07,Dramatist's Play Service,Paperback,51,2010,2010,,2022/06/11,to-read,to-read (#185),to-read,,,,0,0
29751398,The Power,Naomi Alderman,"Alderman, Naomi",,"=""0670919985""","=""9780670919987""",0,3.75,Viking,Hardcover,341,2017,2016,,2022/06/11,to-read,to-read (#184),to-read,,,,0,0
56587388,"How the World Really Works: A Scientist's Guide to Our Past, Present and Future",Vaclav Smil,"Smil, Vaclav",,"=""0241454409""","=""9780241454404""",0,3.96,Viking,Paperback,326,2022,2022,,2022/06/11,to-read,to-read (#183),to-read,,,,0,0
52098718,Why We're Polarized,Ezra Klein,"Klein, Ezra",,"=""147670032X""","=""9781476700328""",0,4.22,Avid Reader Press / Simon  Schuster,Hardcover,336,2020,2020,,2022/06/11,to-read,to-read (#182),to-read,,,,0,0
54976986,Great Circle,Maggie Shipstead,"Shipstead, Maggie",,"=""""","=""""",0,4.10,Knopf,Hardcover,608,2021,2021,,2022/05/31,to-read,to-read (#181),to-read,,,,0,0
57004637,The Book of Form and Emptiness,Ruth Ozeki,"Ozeki, Ruth",,"=""0399563644""","=""9780399563645""",0,4.01,Viking,Hardcover,548,2021,2021,,2022/05/31,to-read,to-read (#180),to-read,,,,0,0
56816904,The Sentence,Louise Erdrich,"Erdrich, Louise",,"=""006267112X""","=""9780062671127""",0,3.94,Harper,Hardcover,387,2021,2021,,2022/05/31,to-read,to-read (#179),to-read,,,,0,0
50269327,Earthlings,Sayaka Murata,"Murata, Sayaka",Ginny Tapley Takemori,"=""1783785675""","=""9781783785674""",0,3.60,Granta Books,Hardcover,247,2020,2018,,2022/05/31,to-read,to-read (#177),to-read,,,,0,0
12898,Death of a Salesman,Arthur Miller,"Miller, Arthur",,"=""0435233076""","=""9780435233075""",0,3.58,Heinemann ed,Hardcover,144,1994,1949,,2022/05/31,to-read,to-read (#176),to-read,,,,0,0
44323938,Because a Woman's Heart is Like a Needle at the Bottom of the Ocean,Sugar Magnolia Wilson,"Wilson, Sugar Magnolia",,"=""186940890X""","=""9781869408909""",0,3.65,Auckland Univ Pr,Paperback,88,2019,2019,,2022/05/30,to-read,to-read (#175),to-read,,,,0,0
6336453,"Howl, Kaddish and Other Poems",Allen Ginsberg,"Ginsberg, Allen",,"=""""","=""""",0,3.99,Penguin Classics,Paperback,119,2009,1956,,2022/05/30,to-read,to-read (#174),to-read,,,,0,0
56805404,Call Us What We Carry,Amanda Gorman,"Gorman, Amanda",,"=""0593465067""","=""9780593465066""",0,4.26,Viking ,Hardcover,228,2021,2021,,2022/05/28,to-read,to-read (#173),to-read,,,,0,0
25641647,Lágrimas en la lluvia,Rosa Montero,"Montero, Rosa",,"=""8432224200""","=""9788432224201""",0,3.76,Seix Barral,Paperback,480,2015,2011,,2022/05/09,currently-reading,currently-reading (#2),currently-reading,,,,1,0
54359466,"Black Girl, Call Home",Jasmine Mans,"Mans, Jasmine",,"=""0593197143""","=""9780593197141""",0,4.43,Berkley,Paperback,245,2021,2021,,2022/05/08,to-read,to-read (#172),to-read,,,,0,0
56914101,The Hill We Climb: An Inaugural Poem for the Country,Amanda Gorman,"Gorman, Amanda",Oprah Winfrey,"=""059346527X""","=""9780593465271""",0,4.54,Viking Books,Hardcover,29,2021,2021,,2022/05/08,to-read,to-read (#171),to-read,,,,0,0
59921489,On Sun Swallowing,Dakota Warren,"Warren, Dakota",,"=""""","=""""",0,4.06,Pure Nowhere,Paperback,,2022,2022,,2022/04/27,to-read,to-read (#170),to-read,,,,0,0
5107,The Catcher in the Rye,J.D. Salinger,"Salinger, J.D.",,"=""0316769177""","=""9780316769174""",0,3.80,Back Bay Books,Paperback,277,2001,1951,,2022/03/17,to-read,to-read (#169),to-read,,,,0,0
46199,Letters to a Young Poet,Rainer Maria Rilke,"Rilke, Rainer Maria","Franz Xaver Kappus, Reginald Snell","=""0486422453""","=""9780486422459""",0,4.28,Dover Publications,Paperback,80,2002,1929,,2022/03/17,to-read,to-read (#168),to-read,,,,0,0
29358559,Upstream: Selected Essays,Mary Oliver,"Oliver, Mary",,"=""1594206708""","=""9781594206702""",0,4.16,Penguin Press,Hardcover,178,2016,2016,,2022/03/17,to-read,to-read (#167),to-read,,,,0,0
43126457,Trick Mirror: Reflections on Self-Delusion,Jia Tolentino,"Tolentino, Jia",,"=""0525510540""","=""9780525510543""",0,4.03,Random House,Hardcover,303,2019,2019,,2022/03/15,to-read,to-read (#166),to-read,,,,0,0
44279110,My Year of Rest and Relaxation,Ottessa Moshfegh,"Moshfegh, Ottessa",,"=""0525522131""","=""9780525522133""",0,3.61,Penguin Books,Paperback,289,2019,2018,,2022/03/15,to-read,to-read (#165),to-read,,,,0,0
58563850,"Nevermoor / Wundersmith / Hollowpox (Nevermoor, #1-3)",Jessica Townsend,"Townsend, Jessica",,"=""0678455511""","=""9780678455517""",0,4.67,,Paperback,0,2021,,,2022/03/15,to-read,to-read (#164),to-read,,,,0,0
9361589,The Night Circus,Erin Morgenstern,"Morgenstern, Erin",,"=""""","=""9780385534635""",0,4.00,Doubleday,Hardcover,506,2011,2011,,2022/03/15,to-read,to-read (#163),to-read,,,,0,0
323230,Home Girls: A Black Feminist Anthology,Barbara     Smith,"Smith, Barbara","Donna Allegra, Tania Abdulahad, Toni Cade Bambara, Barbara A. Banks, Becky Birtha, Toni  Cade, Cheryl Clarke, Michelle Cliff, Michelle T. Clinton, Willie M. Coleman, Toi Derricotte, Akasha Gloria Hull, Chirlane McCray, Patricia Jones, June Jordan, Audre Lorde, Raymina Y. Mays, Deidre McCalla, Jewelle Gomez, Pat Parker, Linda C. Powell, Bernice Johnson Reagon, Spring Redd, Kate Rushin, Ann Allen Shockley, Beverly Smith, Shirley O. Steele, Luisah Teish, Alexis De Veaux, Alice Walker, Renita Weems, Angelina Weld","=""0813527538""","=""9780813527536""",0,4.35,Rutgers University Press,Paperback,404,2000,1983,,2022/03/01,to-read,to-read (#162),to-read,,,,0,0
16328,"The Murder of Roger Ackroyd (Hercule Poirot, #4)",Agatha Christie,"Christie, Agatha",,"=""1579126278""","=""9781579126278""",0,4.26,Black Dog & Leventhal Publishers,Hardcover,288,2006,1926,,2022/02/22,to-read,to-read (#161),to-read,,,,0,0
16299,And Then There Were None,Agatha Christie,"Christie, Agatha",,"=""0312330871""","=""9780312330873""",0,4.28,St. Martin's Griffin,Paperback,264,2004,1939,,2022/02/22,to-read,to-read (#160),to-read,,,,0,0
35036409,"My Brilliant Friend (Neapolitan Novels, #1)",Elena Ferrante,"Ferrante, Elena",Ann Goldstein,"=""""","=""""",0,4.05,Penguin Random House ,Paperback,331,2012,2011,,2022/02/14,to-read,to-read (#159),to-read,,,,0,0
53343,On Writing Well: The Classic Guide to Writing Nonfiction,William Zinsser,"Zinsser, William",,"=""0060891548""","=""9780060891541""",0,4.24,Harper Perennial,Paperback,321,2006,1976,,2022/01/09,to-read,to-read (#158),to-read,,,,0,0
31625067,Hacking Growth: How Today's Fastest-Growing Companies Drive Breakout Success,Sean     Ellis,"Ellis, Sean",Morgan  Brown,"=""045149721X""","=""9780451497215""",0,4.11,Crown Currency,Hardcover,320,2017,2017,,2022/01/09,to-read,to-read (#157),to-read,,,,0,0
46000520,"The Thursday Murder Club (Thursday Murder Club, #1)",Richard Osman,"Osman, Richard",,"=""""","=""""",0,3.87,Penguin Books,Kindle Edition,382,2020,2020,2022/01/08,2021/12/31,,,read,,,,1,0
33596295,Improv Nation: How We Made a Great American Art,Sam Wasson,"Wasson, Sam",,"=""0544557204""","=""9780544557208""",0,3.96,Harper,Hardcover,464,2017,2017,,2022/01/07,to-read,to-read (#156),to-read,,,,0,0
55228171,We Can Do Better Than This: 35 Voices on the Future of LGBTQ+ Rights,Amelia Abraham,"Abraham, Amelia","Beth Ditto, Owen Jones, Olly Alexander, Peppermint, Wolfgang Tillmans, Jonathan Anderson, Pabllo Vittar, Naoise Dolan, Amrou Al-Kadhi, Shura, Riyadh Khalaf, Tom Rasmussen, Mykki Blanco, Phyll Opoku-Gyimah, Travis Alabanza, Yasmin Benoit, Mazharul Islam, Kate Bornstein, Adam Eli, Shon Faye, Fox Fisher, Hanne Gaby Odiele, Sasha Kazantseva, Andrew Gurza, Holland, Levi Hord, Juliet Jacques, Leticia Opio, Madison Moore, Matthew Riemer, Vincent Desmond, Juno Roche, Bobbi Salvör Menuez, Carl Siciliano","=""152911330X""","=""9781529113303""",0,4.24,Vintage,Hardcover,333,2022,2021,,2022/01/07,to-read,to-read (#155),to-read,,,,0,0
55782297,Shoko's Smile: Stories,Choi Eun-young,"Eun-young, Choi","Sung Ryu, 최은영","=""0143135260""","=""9780143135265""",0,3.91,Penguin Books,Paperback,272,2021,2016,,2022/01/07,to-read,to-read (#154),to-read,,,,0,0
22738563,We Should All Be Feminists,Chimamanda Ngozi Adichie,"Adichie, Chimamanda Ngozi",,"=""""","=""""",0,4.40,Vintage,Kindle Edition,52,2014,2012,,2022/01/07,to-read,to-read (#152),to-read,,,,0,0
50736031,Breasts and Eggs,Mieko Kawakami,"Kawakami, Mieko","Sam Bett, David  Boyd","=""1609455878""","=""9781609455873""",0,3.85,Europa Editions,Hardcover,430,2020,2008,,2022/01/07,to-read,to-read (#151),to-read,,,,0,0
50744314,The Whole Picture: The Colonial Story of the Art in Our Museums... and Why We Need to Talk About It,Alice Procter,"Procter, Alice",,"=""1788401557""","=""9781788401555""",0,4.22,Cassell,Hardcover,288,2020,2020,,2022/01/07,to-read,to-read (#150),to-read,,,,0,0
46266188,The Fifth Risk: Undoing Democracy,Michael   Lewis,"Lewis, Michael",,"=""0393357457""","=""9780393357455""",0,4.09,W. W. Norton & Company,Paperback,255,2019,2018,,2022/01/03,"to-read, 2022-reading-challenge","to-read (#149), 2022-reading-challenge (#22)",to-read,,,,0,0
24724602,Flash Boys: A Wall Street Revolt,Michael   Lewis,"Lewis, Michael",,"=""0393351599""","=""9780393351590""",0,4.14,W. W. Norton & Company,Paperback,304,2015,2014,,2022/01/03,"to-read, 2022-reading-challenge","to-read (#148), 2022-reading-challenge (#21)",to-read,,,,0,0
11297,Norwegian Wood,Haruki Murakami,"Murakami, Haruki",Jay Rubin,"=""0375704027""","=""9780375704024""",0,4.00,Vintage Books,Paperback,296,2000,1987,,2022/01/02,"to-read, 2022-reading-challenge","to-read (#147), 2022-reading-challenge (#20)",to-read,,,,0,0
5336575,"From Coexistence to Conquest: International Law and the Origins of the Arab-Israeli Conflict, 1891-1949: International Law and the Origins of the Arab-Israeli Conflict, 1891-1949",Victor Kattan,"Kattan, Victor",Richard A. Falk,"=""0745325785""","=""9780745325781""",0,4.39,Pluto Press,Paperback,456,2009,2008,,2022/01/01,"to-read, 2022-reading-challenge","to-read (#146), 2022-reading-challenge (#19)",to-read,,,,0,0
6413281,Mural,Mahmoud Darwish,"Darwish, Mahmoud","John Berger, Rema Hammami","=""184467410X""","=""9781844674107""",0,4.30,Verso,Hardcover,69,2009,2000,,2022/01/01,"to-read, 2022-reading-challenge","to-read (#145), 2022-reading-challenge (#18)",to-read,,,,0,0
317647,After the Last Sky: Palestinian Lives,Edward W. Said,"Said, Edward W.",Jean Mohr,"=""0231114494""","=""9780231114493""",0,4.37,Columbia University Press,Paperback,192,1999,1986,,2022/01/01,"to-read, 2022-reading-challenge","to-read (#144), 2022-reading-challenge (#17)",to-read,,,,0,0
4315,Zaat,Sonallah Ibrahim,"Ibrahim, Sonallah","صنع الله إبراهيم, Anthony Calderbank","=""9774248449""","=""9789774248443""",0,3.57,The American University in Cairo Press,Paperback,344,2004,1992,,2022/01/01,"to-read, 2022-reading-challenge","to-read (#143), 2022-reading-challenge (#16)",to-read,,,,0,0
4100352,The Arabs: A History,Eugene Rogan,"Rogan, Eugene",,"=""0465071007""","=""9780465071005""",0,4.36,Basic Books,Hardcover,513,2009,2009,,2022/01/01,to-read,to-read (#142),to-read,,,,0,0
23692271,Sapiens: A Brief History of Humankind,Yuval Noah Harari,"Harari, Yuval Noah",,"=""""","=""""",0,4.34,Vintage,Paperback,512,2015,2011,,2022/01/01,"to-read, 2022-reading-challenge","to-read (#141), 2022-reading-challenge (#15)",to-read,,,,0,0
40597810,Daisy Jones & The Six,Taylor Jenkins Reid,"Reid, Taylor Jenkins",,"=""1524798622""","=""9781524798628""",0,4.20,Ballantine Books,Hardcover,368,2019,2019,,2022/01/01,"to-read, 2022-reading-challenge","to-read (#140), 2022-reading-challenge (#14)",to-read,,,,0,0
368916,"84, Charing Cross Road",Helene Hanff,"Hanff, Helene",,"=""""","=""""",0,4.16,Penguin Books,Paperback,106,1990,1970,,2021/07/10,"to-read, 2022-reading-challenge","to-read (#93), 2022-reading-challenge (#13)",to-read,,,,0,0
40242274,A Random Walk Down Wall Street: The Time-Tested Strategy for Successful Investing,Burton G. Malkiel,"Malkiel, Burton G.",,"=""1324002182""","=""9781324002185""",0,4.14,W. W. Norton & Company,Hardcover,432,2019,1973,,2021/11/17,"to-read, 2022-reading-challenge","to-read (#122), 2022-reading-challenge (#12)",to-read,,,,0,0
41081373,"Girl, Woman, Other",Bernardine Evaristo,"Evaristo, Bernardine",,"=""0241364906""","=""9780241364901""",0,4.27,Hamish Hamilton,Kindle Edition,453,2019,2019,,2022/01/01,"to-read, 2022-reading-challenge","to-read (#139), 2022-reading-challenge (#11)",to-read,,,,0,0
43890641,Hamnet,Maggie O'Farrell,"O'Farrell, Maggie",,"=""1472223799""","=""9781472223791""",0,4.19,Tinder Press,Hardcover,372,2020,2020,,2022/01/01,"to-read, 2022-reading-challenge","to-read (#138), 2022-reading-challenge (#10)",to-read,,,,0,0
14497,"Neverwhere (London Below, #1)",Neil Gaiman,"Gaiman, Neil",,"=""0060557818""","=""9780060557812""",0,4.16,William Morrow Paperbacks,Paperback,370,2003,1996,,2014/06/04,"to-read, 2022-reading-challenge","to-read (#6), 2022-reading-challenge (#9)",to-read,,,,0,0
27071490,Homegoing,Yaa Gyasi,"Gyasi, Yaa",,"=""""","=""""",0,4.47,Alfred A. Knopf,Hardcover,305,2016,2016,,2021/07/10,"to-read, 2022-reading-challenge","to-read (#87), 2022-reading-challenge (#8)",to-read,,,,0,0
20342617,Just Mercy,Bryan Stevenson,"Stevenson, Bryan",,"=""""","=""""",0,4.63,One World,Paperback,336,2014,2014,,2021/03/02,"to-read, 2022-reading-challenge","to-read (#63), 2022-reading-challenge (#7)",to-read,,,,0,0
13330588,Happy City: Transforming Our Lives Through Urban Design,Charles Montgomery,"Montgomery, Charles",,"=""0385669127""","=""9780385669122""",0,4.36,Doubleday Canada,Hardcover,368,2013,2012,,2021/01/18,"to-read, 2022-reading-challenge","to-read (#50), 2022-reading-challenge (#6)",to-read,,,,0,0
40538657,The Island of Sea Women,Lisa See,"See, Lisa",,"=""""","=""""",0,4.32,Scribner,Hardcover,374,2019,2019,,2021/12/28,"to-read, 2022-reading-challenge","to-read (#131), 2022-reading-challenge (#5)",to-read,,,,0,0
39858765,Walkable City Rules: 101 Steps to Making Better Places,Jeff Speck,"Speck, Jeff",,"=""1610918983""","=""9781610918985""",0,4.37,Island Press,Paperback,312,2018,2018,,2021/01/18,to-read,to-read (#51),to-read,,,,0,0
36352480,Natives: Race and Class in the Ruins of Empire,Akala,"Akala, Akala",,"=""1473661218""","=""9781473661219""",0,4.54,Two Roads ,Hardcover,352,2018,2018,,2021/07/10,"to-read, 2022-reading-challenge","to-read (#89), 2022-reading-challenge (#4)",to-read,,,,0,0
26195941,The Age of Surveillance Capitalism: The Fight for a Human Future at the New Frontier of Power,Shoshana Zuboff,"Zuboff, Shoshana",,"=""1610395697""","=""9781610395694""",0,4.06,PublicAffairs,Hardcover,691,2019,2018,,2022/01/01,"to-read, 2022-reading-challenge","to-read (#137), 2022-reading-challenge (#3)",to-read,,,,0,0
